220.000000	132.508000
230.000000	157.934000
240.000000	185.965000
250.000000	215.025000
260.000000	241.776000
270.000000	262.052000
280.000000	274.142000
290.000000	279.877000
300.000000	281.964000
315.000000	283.162000
330.000000	283.789000
345.000000	283.977000
360.000000	283.994000
375.000000	283.993000
400.000000	283.995000
425.000000	283.995000
450.000000	283.994000
475.000000	283.995000
500.000000	283.994000
550.000000	283.995000
600.000000	283.995000
645.000000	283.994000
700.000000	284.189000
800.000000	284.186000
900.000000	284.187000
1000.000000	284.180000
1100.000000	284.177000
1200.000000	284.191000
1300.000000	284.170000
1400.000000	284.206000
1500.000000	284.619000
1600.000000	286.513000
1700.000000	291.655000
1800.000000	302.643000
1900.000000	323.550000
2000.000000	360.689000
